<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
09.07.2020;15:28:00;113086;115226;108029;113871;60
09.07.2020;15:28:59;109662;115220;108375;112984;40
09.07.2020;15:30:00;109720;115163;107905;108746;93
09.07.2020;15:31:00;109457;115254;107944;108457;76
09.07.2020;15:32:00;111790;115196;108015;112437;45
09.07.2020;15:33:00;113662;115121;108080;111073;39
09.07.2020;15:34:00;109934;115243;107959;112902;75
09.07.2020;15:35:00;112931;115269;108039;109674;90
09.07.2020;15:36:00;113794;115019;108099;108232;91
09.07.2020;15:37:00;108553;115184;107911;115184;41
09.07.2020;15:38:00;112765;115085;107901;109904;67
09.07.2020;15:39:00;108333;115149;108333;111892;45
09.07.2020;15:40:00;112127;115250;108002;108193;21
09.07.2020;15:41:00;109593;115182;107904;108354;77
09.07.2020;15:42:00;109170;115250;108124;111789;52
09.07.2020;15:43:00;113312;115131;107902;108146;24
09.07.2020;15:44:00;108484;115298;107912;110016;52
09.07.2020;15:45:00;108841;114872;107923;114469;83
09.07.2020;15:46:00;110482;115103;107981;111223;72
09.07.2020;15:47:00;114512;115217;107924;114843;94
09.07.2020;15:48:00;115261;115261;107984;111953;43
09.07.2020;15:49:00;108606;115291;107905;110729;9
09.07.2020;15:50:00;112396;115147;107902;107944;87
09.07.2020;15:51:00;108270;115222;107904;112646;47
09.07.2020;15:52:00;113988;115248;108288;110516;66
09.07.2020;15:53:00;108750;115108;107900;109517;90
09.07.2020;15:54:00;111258;115054;108027;114405;44
09.07.2020;15:55:00;114382;115189;107948;108826;81
09.07.2020;15:56:00;110932;115094;107926;109764;60
09.07.2020;15:57:00;109770;115209;108019;109294;52
09.07.2020;15:58:00;111388;115037;108172;112222;24
09.07.2020;15:59:00;111913;115263;107923;114587;24
09.07.2020;16:00:00;111643;114920;107992;114506;69
09.07.2020;16:01:00;107901;115253;107901;113270;70
09.07.2020;16:02:00;108834;115135;107972;111796;84
09.07.2020;16:03:00;112064;115290;107932;109613;97
09.07.2020;16:03:59;110993;115240;108034;111032;3
09.07.2020;16:04:59;109669;115181;108288;113908;48
09.07.2020;16:06:00;108844;115255;108166;112782;76
09.07.2020;16:07:00;108579;115195;107964;108641;42
09.07.2020;16:07:59;113176;115002;108005;114026;23
09.07.2020;16:08:59;114535;114823;107905;113311;91
09.07.2020;16:10:00;107952;115188;107952;112998;64
09.07.2020;16:11:00;110014;115269;107934;110412;53
09.07.2020;16:11:59;113368;115267;107989;108224;82
09.07.2020;16:12:59;112173;115032;107903;112374;58
09.07.2020;16:14:00;109939;115206;108106;111174;24
09.07.2020;16:15:00;114613;115221;108580;112163;1
09.07.2020;16:15:59;114009;115299;108022;115281;74
09.07.2020;16:17:00;113674;114930;108036;110923;69
09.07.2020;16:18:00;109642;115043;108363;114872;88
09.07.2020;16:19:00;112576;115296;107986;109000;15
09.07.2020;16:19:59;113334;115246;108007;113096;11
09.07.2020;16:21:00;109765;115143;108043;110270;87
09.07.2020;16:22:00;112808;115280;107954;113915;85
09.07.2020;16:23:00;110428;115253;107931;114507;62
09.07.2020;16:23:59;112881;115256;107920;110459;71
09.07.2020;16:25:00;109018;115153;107989;113058;28
09.07.2020;16:26:00;113050;115196;107923;111445;54
09.07.2020;16:27:00;107968;115116;107968;108303;16
09.07.2020;16:27:59;111356;115277;107943;113666;98
09.07.2020;16:29:00;109754;114895;107955;112981;80
09.07.2020;16:30:00;112319;115167;108283;108976;37
09.07.2020;16:32:00;110744;115195;107906;114317;70
09.07.2020;16:33:00;114844;115272;108066;112497;87
09.07.2020;16:34:00;108551;115165;108059;111093;49
09.07.2020;16:35:00;114027;115104;107900;115076;89
09.07.2020;16:36:00;113971;115265;107949;113141;68
09.07.2020;16:37:00;111840;115193;108066;109956;63
09.07.2020;16:38:00;110214;115294;107967;108852;79
09.07.2020;16:39:00;108195;115291;107913;114012;32
09.07.2020;16:40:00;111738;115119;107972;111191;24
09.07.2020;16:41:00;114158;115009;107901;108651;46
09.07.2020;16:42:00;111773;115217;107933;108095;74
09.07.2020;16:43:00;110273;115232;108019;108470;5
09.07.2020;16:44:00;110242;115026;108079;113975;52
09.07.2020;16:45:00;109906;115265;107986;110246;57
09.07.2020;16:46:00;108473;115179;107921;112814;78
09.07.2020;16:47:00;110736;115194;108539;111829;7
09.07.2020;16:48:00;113085;115257;108046;109675;24
09.07.2020;16:48:59;113155;115108;108079;109140;66
09.07.2020;16:49:59;108114;115274;107985;114996;91
09.07.2020;16:51:00;110845;115297;108043;113510;45
09.07.2020;16:52:00;111697;115090;107990;107990;50
09.07.2020;16:52:59;110509;115297;108625;112304;25
09.07.2020;16:53:59;114749;115239;107917;109106;9
09.07.2020;16:55:00;110412;115263;107946;108399;66
09.07.2020;16:56:00;112576;115161;108043;113248;82
09.07.2020;16:56:59;112956;115198;107946;110298;64
09.07.2020;16:57:59;111780;115204;107911;115198;72
09.07.2020;16:59:00;108905;115271;107998;109769;74
09.07.2020;17:00:00;109550;115011;108037;114420;28
09.07.2020;17:00:59;113499;115282;107977;110095;48
09.07.2020;17:02:00;114029;115290;107919;112262;40
09.07.2020;17:03:00;115213;115213;108191;108840;20
09.07.2020;17:04:00;108260;115116;107989;112572;45
09.07.2020;17:04:59;113225;115221;108218;112612;24
09.07.2020;17:06:00;109657;115218;107903;110158;56
09.07.2020;17:07:00;108068;115277;108068;113951;18
09.07.2020;17:08:00;112055;115230;107965;114222;39
09.07.2020;17:08:59;109249;115260;107944;114380;48
09.07.2020;17:10:00;111858;115197;107974;107974;51
09.07.2020;17:11:00;111980;115064;108023;111565;78
09.07.2020;17:12:00;111531;115118;108028;109211;62
09.07.2020;17:12:59;113587;115181;107933;114706;30
09.07.2020;17:14:00;112025;115027;108055;114698;68
09.07.2020;17:15:00;114091;115193;108233;110457;43
09.07.2020;17:16:00;111116;115139;107936;114826;57
09.07.2020;17:17:00;112358;115056;108065;108876;28
09.07.2020;17:18:00;112696;115275;108344;110698;47
09.07.2020;17:19:00;111372;115254;107985;110847;49
09.07.2020;17:20:00;108626;115183;107980;113889;60
09.07.2020;17:21:00;108241;115211;107957;109730;57
09.07.2020;17:22:00;115025;115275;108106;108885;28
09.07.2020;17:23:00;107988;114843;107988;113432;89
09.07.2020;17:24:00;113897;115263;107916;110328;59
09.07.2020;17:25:00;113374;115206;107930;113473;88
09.07.2020;17:26:00;114298;115276;108029;115276;24
09.07.2020;17:27:00;114981;115241;108142;114565;8
09.07.2020;17:28:00;114159;115279;107907;108016;94
09.07.2020;17:29:00;114880;115257;108006;114686;53
09.07.2020;17:30:00;109330;115255;107972;115118;69
09.07.2020;17:31:00;109726;115241;107963;112558;91
09.07.2020;17:32:00;111908;115287;108047;109668;43
09.07.2020;17:33:00;115177;115177;107992;113589;79
09.07.2020;17:33:59;111408;115181;108133;108133;43
09.07.2020;17:34:59;112703;115240;108065;109619;50
09.07.2020;17:36:00;109675;115182;107926;111072;72
09.07.2020;17:37:00;109269;115218;108035;111986;71
09.07.2020;17:37:59;109358;115145;107943;112495;26
09.07.2020;17:38:59;110339;115271;107927;108377;57
09.07.2020;17:40:00;114270;115172;107959;112175;96
09.07.2020;17:41:00;108344;115285;107938;109094;80
09.07.2020;17:41:59;108858;115165;107907;114952;96
09.07.2020;17:42:59;112739;115262;107902;114692;86
09.07.2020;17:44:00;115053;115251;108024;110310;3
09.07.2020;17:45:00;109621;115263;107992;108955;96
09.07.2020;17:45:59;115273;115273;107918;108571;55
09.07.2020;17:47:00;114487;114815;107990;111752;12
09.07.2020;17:48:00;114665;115281;108128;111890;5
09.07.2020;17:49:00;112305;115117;107992;111216;88
09.07.2020;17:49:59;115116;115299;108155;110179;20
09.07.2020;17:51:00;108941;115135;107998;111999;84
09.07.2020;17:52:00;112610;115287;108113;114410;66
09.07.2020;17:53:00;115132;115175;108191;110493;69
09.07.2020;17:53:59;108426;115284;108394;111668;2
09.07.2020;17:55:00;115107;115153;108214;108327;7
09.07.2020;17:56:00;114330;114863;108275;108640;13
09.07.2020;17:57:00;110309;115129;107937;111765;96
09.07.2020;17:57:59;108459;115225;107934;114845;14
09.07.2020;17:59:00;109782;115198;107985;108122;63
09.07.2020;18:00:00;109530;115257;107948;108192;73
09.07.2020;18:01:00;115259;115277;108010;108703;14
09.07.2020;18:02:00;109974;115295;107907;111984;33
09.07.2020;18:03:00;108484;114914;107925;114550;39
09.07.2020;18:04:00;111079;115245;108308;113401;52
09.07.2020;18:05:00;111135;115299;108027;112772;22
09.07.2020;18:06:00;111412;115281;107904;108743;57
09.07.2020;18:07:00;112727;115151;107900;111153;81
09.07.2020;18:08:00;108144;115012;107930;108310;36
09.07.2020;18:09:00;114166;115269;107905;110436;19
09.07.2020;18:10:00;114742;115053;108063;112524;79
09.07.2020;18:11:00;108992;115037;108049;108579;97
09.07.2020;18:12:00;114719;115233;107962;112268;88
09.07.2020;18:13:00;109620;115236;108129;110954;71
09.07.2020;18:14:00;113726;115072;108044;111945;45
09.07.2020;18:15:00;108615;115115;108033;108109;57
09.07.2020;18:16:00;115242;115242;108061;108097;92
09.07.2020;18:17:00;111536;115213;108009;114274;93
09.07.2020;18:18:00;108247;115111;107904;110248;89
09.07.2020;18:18:59;109408;114933;107983;112388;58
09.07.2020;18:19:59;110204;115111;108001;108393;72
09.07.2020;18:21:00;111370;114978;107918;114071;89
09.07.2020;18:22:00;113770;115163;107932;108389;43
09.07.2020;18:22:59;109430;115242;107906;111766;28
09.07.2020;18:23:59;111865;115095;107945;113392;43
09.07.2020;18:25:00;113365;114964;107936;114723;93
09.07.2020;18:26:00;114116;115213;108294;115175;42
09.07.2020;18:26:59;115211;115211;107920;109477;42
09.07.2020;18:27:59;112359;115291;107933;112344;58
09.07.2020;18:29:00;113015;115220;107919;108427;18
09.07.2020;18:30:00;111422;115136;107900;112509;62
09.07.2020;18:30:59;109104;115250;107924;112973;90
09.07.2020;18:32:00;109828;115288;107924;111529;53
09.07.2020;18:33:00;111317;115237;107916;111357;42
09.07.2020;18:34:00;108331;114967;107945;114967;4
09.07.2020;18:34:59;112555;115173;108074;112842;19
09.07.2020;18:36:00;110047;115246;107903;112728;80
09.07.2020;18:37:00;113407;115216;107996;114237;88
09.07.2020;18:38:00;110284;115178;107902;115177;36
09.07.2020;18:38:59;112444;115269;108177;109649;20
09.07.2020;18:40:00;110280;115253;107984;110695;35
09.07.2020;18:41:00;113231;115276;108105;114795;3
09.07.2020;18:42:00;110465;115178;108106;113750;15
09.07.2020;18:42:59;107980;115154;107980;114576;89
09.07.2020;18:44:00;114985;115090;108148;108575;65
09.07.2020;18:45:00;110189;115290;107951;112302;83
09.07.2020;18:46:00;112174;114915;108101;108259;33
09.07.2020;18:47:00;114776;115169;107987;112848;57
09.07.2020;18:48:00;112122;115297;107959;112334;46
09.07.2020;18:49:00;110049;115103;108068;111882;12
09.07.2020;18:50:00;109491;115255;108005;110623;98
09.07.2020;18:51:00;109359;115239;108000;113804;9
09.07.2020;18:52:00;109957;115063;108001;111490;57
09.07.2020;18:53:00;110670;115087;107986;108893;64
09.07.2020;18:54:00;113922;115186;107958;110259;43
09.07.2020;18:55:00;108502;115298;107938;110769;7
09.07.2020;18:56:00;113323;115187;107910;112248;75
09.07.2020;18:57:00;109696;115051;108038;110458;48
09.07.2020;18:58:00;108412;115277;107947;109052;3
09.07.2020;18:59:00;114605;115253;107934;111765;90
09.07.2020;19:00:00;113790;115178;107906;110202;27
09.07.2020;19:01:00;107977;115011;107977;110766;54
09.07.2020;19:02:00;113323;115084;107903;108345;82
09.07.2020;19:03:00;108627;115288;107926;109371;36
09.07.2020;19:04:00;114767;115031;107922;110724;49
09.07.2020;19:05:00;110754;115272;108061;113674;45
09.07.2020;19:06:00;114584;115214;107961;109435;44
09.07.2020;19:07:00;112421;115270;108201;108927;25
09.07.2020;19:08:00;110235;115101;108152;114466;58
09.07.2020;19:09:00;113629;115214;107948;109432;65
09.07.2020;19:10:00;114133;114941;108119;112828;58
09.07.2020;19:11:00;115103;115291;107942;108612;30
09.07.2020;19:12:00;109193;114975;108086;114500;71
09.07.2020;19:13:00;109818;114742;107943;112593;9
09.07.2020;19:14:00;108524;115126;107922;111042;92
09.07.2020;19:15:00;111466;115297;108147;112745;16
09.07.2020;19:16:00;114192;115291;107993;111112;80
09.07.2020;19:17:00;111572;115140;107983;113664;27
09.07.2020;19:18:00;113542;115290;107961;109147;44
09.07.2020;19:19:00;111144;114973;108012;111613;90
09.07.2020;19:19:59;109552;115284;108057;113742;39
09.07.2020;19:21:00;108534;115256;108168;114212;56
09.07.2020;19:22:00;115112;115251;108004;109987;9
09.07.2020;19:23:00;110927;115271;108032;108739;22
09.07.2020;19:23:59;111664;115294;108053;114167;87
09.07.2020;19:25:00;112524;115236;108239;108239;98
09.07.2020;19:26:00;113259;115284;107904;113795;32
09.07.2020;19:27:00;108643;115165;107900;109556;63
09.07.2020;19:27:59;110344;114804;107938;108037;42
09.07.2020;19:29:00;110767;115099;108074;113859;42
09.07.2020;19:30:00;115197;115203;108134;113630;26
09.07.2020;19:31:00;114629;115275;108558;110358;31
09.07.2020;19:32:00;108038;115269;108038;110899;56
09.07.2020;19:33:00;109039;115171;108092;114232;93
09.07.2020;19:34:00;112228;115261;107960;109353;13
09.07.2020;19:35:00;114335;115268;107962;113555;98
09.07.2020;19:36:00;109592;115175;107904;111021;91
09.07.2020;19:37:00;111471;114844;107943;113273;32
09.07.2020;19:38:00;113687;114957;107953;109009;67
09.07.2020;19:39:00;113441;115074;108267;109577;15
09.07.2020;19:40:00;111538;114978;107948;111042;47
09.07.2020;19:41:00;114203;115248;107987;114893;71
09.07.2020;19:42:00;113338;115075;107926;110216;7
09.07.2020;19:43:00;115116;115279;107957;112268;35
09.07.2020;19:44:00;110025;115286;108090;115000;88
09.07.2020;19:45:00;109205;115072;108240;110310;57
09.07.2020;19:46:00;108195;115279;107944;113144;4
09.07.2020;19:47:00;111211;115255;108497;110309;73
09.07.2020;19:49:00;110247;115176;107910;114585;53
09.07.2020;19:50:00;110146;115119;108149;114775;50
09.07.2020;19:51:00;109744;115277;108013;109399;84
09.07.2020;19:52:00;112112;115284;108276;110316;80
09.07.2020;19:53:00;110257;115269;108026;112230;97
09.07.2020;19:54:00;110311;115247;108035;109173;20
09.07.2020;19:55:00;109991;114915;108195;111813;73
09.07.2020;19:56:00;108448;115280;108448;112057;13
09.07.2020;19:57:00;112439;115245;108105;111024;93
09.07.2020;19:58:00;111457;115184;107909;107911;9
09.07.2020;19:59:00;109157;115167;108067;113801;37
09.07.2020;20:00:00;108082;115189;108080;114727;26
09.08.2020;10:00:00;108863;114902;107933;112278;50
09.08.2020;10:01:00;109190;115236;108014;112185;18
09.08.2020;10:02:00;110316;115288;108032;114621;91
09.08.2020;10:03:00;113502;115124;107951;108488;65
09.08.2020;10:04:00;110854;115173;108200;114481;38
09.08.2020;10:05:00;111917;115230;108056;109861;45
09.08.2020;10:06:00;112476;115220;107991;115168;63
09.08.2020;10:07:00;112953;115197;108011;110535;14
09.08.2020;10:08:00;109614;115249;108264;114661;22
09.08.2020;10:09:00;108946;115217;108076;108900;63
09.08.2020;10:10:00;113872;115282;107999;113492;32
09.08.2020;10:11:00;109308;115275;108022;111283;13
09.08.2020;10:12:00;108335;115082;108104;110775;42
09.08.2020;10:13:00;111782;115240;107924;112925;70
09.08.2020;10:14:00;111201;115214;108049;114699;56
09.08.2020;10:15:00;109196;115109;108018;113011;64
09.08.2020;10:16:00;108354;115197;107931;114935;90
09.08.2020;10:17:00;113560;115139;108022;114521;19
09.08.2020;10:18:00;109301;115126;107907;111979;41
09.08.2020;10:19:00;110855;115000;107920;108662;51
09.08.2020;10:20:00;112563;115292;108068;110234;26
09.08.2020;10:21:00;109828;115283;108045;111851;10
09.08.2020;10:22:00;111284;115255;107946;112017;27
09.08.2020;10:23:00;113160;115268;108015;109212;60
09.08.2020;10:24:00;113344;115215;108009;108105;76
09.08.2020;10:24:59;115031;115251;108018;110165;18
09.08.2020;10:26:00;110959;115252;108131;110732;31
09.08.2020;10:26:59;109386;115221;107915;109008;59
09.08.2020;10:28:00;114441;115272;108196;109473;65
09.08.2020;10:28:59;115278;115278;108119;108758;77
09.08.2020;10:30:00;113440;114893;108396;114138;30
09.08.2020;10:31:00;114837;115202;107907;113857;26
09.08.2020;10:32:00;109095;114538;107948;109570;33
09.08.2020;10:33:00;113193;115060;107903;112692;34
09.08.2020;10:34:00;111971;115080;108195;111070;88
09.08.2020;10:35:00;114881;115297;108019;109099;9
09.08.2020;10:36:00;114637;115267;107921;110722;63
09.08.2020;10:37:00;108353;115157;108226;111939;71
09.08.2020;10:38:00;109130;115246;108014;111885;8
09.08.2020;10:39:00;112817;115261;108132;114912;63
09.08.2020;10:40:00;108999;115128;107959;113680;25
09.08.2020;10:41:00;108381;115265;107936;111705;95
09.08.2020;10:42:00;108014;114265;107944;109785;62
09.08.2020;10:43:00;110732;115163;108002;115121;3
09.08.2020;10:44:00;110392;115277;108185;112870;44
09.08.2020;10:45:00;113995;115242;107993;111681;37
09.08.2020;10:46:00;111422;115211;107974;114730;4
09.08.2020;10:47:00;110187;115198;108222;114055;62
09.08.2020;10:48:00;108012;115043;107986;111226;4
09.08.2020;10:49:00;112004;115166;107909;109507;34
09.08.2020;10:50:00;110490;115252;108051;114692;61
09.08.2020;10:51:00;113595;115248;107912;110573;21
09.08.2020;10:52:00;111462;115175;108125;110801;37
09.08.2020;10:53:00;111321;115187;107909;108552;17
09.08.2020;10:54:00;111367;115149;107934;108568;66
09.08.2020;10:55:00;108860;115134;107913;111334;62
09.08.2020;10:56:00;112867;115140;107928;108691;61
09.08.2020;10:57:00;111116;115147;108004;108310;2
09.08.2020;10:58:00;108962;115299;107994;115122;47
09.08.2020;10:59:00;110659;115270;108066;114439;53
09.08.2020;11:00:00;112551;115096;108177;110033;51
09.08.2020;11:01:00;112241;115266;107916;110088;65
09.08.2020;11:02:00;113875;115239;108111;110339;11
09.08.2020;11:03:00;111253;115186;108053;108566;94
09.08.2020;11:04:00;112347;115272;108159;110599;78
09.08.2020;11:05:00;112328;115140;108021;112995;28
09.08.2020;11:06:00;113039;115207;108124;110595;47
09.08.2020;11:07:00;110849;115061;108028;112955;56
09.08.2020;11:08:00;108093;114956;108049;113795;59
09.08.2020;11:09:00;109414;115260;108019;115233;46
09.08.2020;11:09:59;110017;115095;107985;108814;3
09.08.2020;11:11:00;113163;115236;108027;110730;74
09.08.2020;11:11:59;111653;115009;108070;108544;37
09.08.2020;11:13:00;109681;115298;108068;109662;42
09.08.2020;11:13:59;109348;115278;108054;112610;86
09.08.2020;11:15:00;112233;115289;108026;115191;50
09.08.2020;11:16:00;110263;115122;108339;114427;21
09.08.2020;11:17:00;108946;115267;108015;114333;40
09.08.2020;11:18:00;111156;114887;107967;111010;33
09.08.2020;11:19:00;111625;115205;107977;108235;51
09.08.2020;11:20:00;112073;115260;107923;111215;4
09.08.2020;11:21:00;113285;115125;107985;114132;64
09.08.2020;11:22:00;112610;115255;107905;112875;50
09.08.2020;11:23:00;112835;115278;107928;115125;98
09.08.2020;11:24:00;113635;115223;107948;109767;27
09.08.2020;11:25:00;113594;115266;107945;112929;35
09.08.2020;11:26:00;111544;115258;107990;113870;7
09.08.2020;11:27:00;112474;115124;108141;108782;27
09.08.2020;11:28:00;109500;115198;107925;109172;63
09.08.2020;11:29:00;114712;115274;107920;108779;69
09.08.2020;11:30:00;112720;115276;108300;115276;44
09.08.2020;11:31:00;108659;115177;107903;113091;60
09.08.2020;11:32:00;111555;115171;108001;113849;89
09.08.2020;11:33:00;114905;115237;107938;111104;23
09.08.2020;11:34:00;112863;114896;107998;110057;25
09.08.2020;11:35:00;114281;115173;108394;108422;81
09.08.2020;11:36:00;111406;115244;107929;113783;94
